AvgSpotLen	BioSample	Experiment	Library_Name	MBases	MBytes	Run	SRA_Sample	Sample_Name	disease	ecotype	isolation_source	sex	Assay_Type	BioProject	BioSampleModel	Center_Name	Consent	DATASTORE_filetype	DATASTORE_provider	InsertSize	Instrument	LibraryLayout	LibrarySelection	LibrarySource	LoadDate	Organism	Platform	ReleaseDate	SRA_Study	age	dev_stage	tissue
250	SAMN08465534	SRX3646888	L6390-1_BO15-073_S5	22500	10344	SRR6670189	SRS2911514	BO15-073	72	C1_urban_2012	Site C1:urban_2012	female	WGS	PRJNA431202	Model organism or animal	MASSABOB'S SHARED SUBMISSIONS	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	2018-02-05	Athene cunicularia	ILLUMINA	2018-04-17	SRP132168	missing	adult	blood
250	SAMN08465539	SRX3646887	L6391-1_BO15-074_S6	16839	7651	SRR6670190	SRS2911513	BO15-074	77	C1_urban_2012	Site C1:urban_2012	male	WGS	PRJNA431202	Model organism or animal	MASSABOB'S SHARED SUBMISSIONS	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	2018-02-05	Athene cunicularia	ILLUMINA	2018-04-17	SRP132168	missing	adult	blood
250	SAMN08465540	SRX3646886	L5739-1_BO15-058_AGTTCC_L007	1300	438	SRR6670191	SRS2911512	BO15-058	78	C1_urban_2012	Site C1:urban_2012	female	WGS	PRJNA431202	Model organism or animal	MASSABOB'S SHARED SUBMISSIONS	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	2018-02-05	Athene cunicularia	ILLUMINA	2018-04-17	SRP132168	missing	adult	blood
250	SAMN08465537	SRX3646885	L5725-1_BO15-044_ATTCCT_L003	19008	6309	SRR6670192	SRS2911511	BO15-044	75	C1_urban_2012	Site C1:urban_2012	female	WGS	PRJNA431202	Model organism or animal	MASSABOB'S SHARED SUBMISSIONS	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	2018-02-05	Athene cunicularia	ILLUMINA	2018-04-17	SRP132168	missing	adult	blood
250	SAMN08465538	SRX3646884	L5726-1_BO15-045_S22	3935	1834	SRR6670193	SRS2911510	BO15-045	76	C1_urban_2012	Site C1:urban_2012	male	WGS	PRJNA431202	Model organism or animal	MASSABOB'S SHARED SUBMISSIONS	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	2018-02-05	Athene cunicularia	ILLUMINA	2018-04-17	SRP132168	missing	adult	blood
250	SAMN08465541	SRX3646883	L5733-1_BO15-052_ACTTGA_L005	15630	5104	SRR6670194	SRS2911509	BO15-052	79	C1_urban_2012	Site C1:urban_2012	female	WGS	PRJNA431202	Model organism or animal	MASSABOB'S SHARED SUBMISSIONS	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	2018-02-05	Athene cunicularia	ILLUMINA	2018-04-17	SRP132168	missing	adult	blood
250	SAMN08465542	SRX3646882	L6392-1_BO15-075_S7	15857	7093	SRR6670195	SRS2911508	BO15-075	80	C1_urban_2012	Site C1:urban_2012	male	WGS	PRJNA431202	Model organism or animal	MASSABOB'S SHARED SUBMISSIONS	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	2018-02-05	Athene cunicularia	ILLUMINA	2018-04-17	SRP132168	missing	adult	blood
250	SAMN08465570	SRX3646881	L8333-1_BO15-237_S23	18972	8740	SRR6670196	SRS2911507	BO15-237	108	B_rural_2015	Site B:rural_2015	female	WGS	PRJNA431202	Model organism or animal	MASSABOB'S SHARED SUBMISSIONS	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	2018-02-05	Athene cunicularia	ILLUMINA	2018-04-17	SRP132168	missing	adult	blood
250	SAMN08465569	SRX3646880	L8332-1_BO15-236_S22	19536	8945	SRR6670197	SRS2911506	BO15-236	107	B_rural_2015	Site B:rural_2015	female	WGS	PRJNA431202	Model organism or animal	MASSABOB'S SHARED SUBMISSIONS	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	2018-02-05	Athene cunicularia	ILLUMINA	2018-04-17	SRP132168	missing	adult	blood
250	SAMN08465568	SRX3646879	L8331-1_BO15-235_S21	19819	9272	SRR6670198	SRS2911505	BO15-235	106	B_rural_2015	Site B:rural_2015	female	WGS	PRJNA431202	Model organism or animal	MASSABOB'S SHARED SUBMISSIONS	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	2018-02-05	Athene cunicularia	ILLUMINA	2018-04-17	SRP132168	missing	adult	blood
250	SAMN08465567	SRX3646878	L8330-1_BO15-234_S19	19615	9387	SRR6670199	SRS2911504	BO15-234	105	B_rural_2015	Site B:rural_2015	male	WGS	PRJNA431202	Model organism or animal	MASSABOB'S SHARED SUBMISSIONS	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	2018-02-05	Athene cunicularia	ILLUMINA	2018-04-17	SRP132168	missing	adult	blood
250	SAMN08465566	SRX3646877	L8329-1_BO15-233_S18	20387	9789	SRR6670200	SRS2911503	BO15-233	104	B_rural_2015	Site B:rural_2015	missing	WGS	PRJNA431202	Model organism or animal	MASSABOB'S SHARED SUBMISSIONS	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	2018-02-05	Athene cunicularia	ILLUMINA	2018-04-17	SRP132168	missing	adult	blood
250	SAMN08465565	SRX3646876	L8328-1_BO15-232_S17	20535	10018	SRR6670201	SRS2911502	BO15-232	103	B_rural_2015	Site B:rural_2015	missing	WGS	PRJNA431202	Model organism or animal	MASSABOB'S SHARED SUBMISSIONS	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	2018-02-05	Athene cunicularia	ILLUMINA	2018-04-17	SRP132168	missing	adult	blood
250	SAMN08465564	SRX3646875	L8327-1_BO15-231_S15	19188	8791	SRR6670202	SRS2911501	BO15-231	102	B_rural_2015	Site B:rural_2015	missing	WGS	PRJNA431202	Model organism or animal	MASSABOB'S SHARED SUBMISSIONS	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	2018-02-05	Athene cunicularia	ILLUMINA	2018-04-17	SRP132168	missing	adult	blood
250	SAMN08465563	SRX3646874	L8326-1_BO15-230_S14	19915	9069	SRR6670203	SRS2911500	BO15-230	101	B_rural_2015	Site B:rural_2015	female	WGS	PRJNA431202	Model organism or animal	MASSABOB'S SHARED SUBMISSIONS	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	2018-02-05	Athene cunicularia	ILLUMINA	2018-04-17	SRP132168	missing	adult	blood
250	SAMN08465572	SRX3646873	L10045-1_BO17-002_S10	20226	7064	SRR6670204	SRS2911499	BO17-002	110	B_rural_2016	Site B:rural_2016	female	WGS	PRJNA431202	Model organism or animal	MASSABOB'S SHARED SUBMISSIONS	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	2018-02-05	Athene cunicularia	ILLUMINA	2018-04-17	SRP132168	missing	adult	blood
250	SAMN08465571	SRX3646872	L10044-1_BO17-001_S9	19519	6909	SRR6670205	SRS2911498	BO17-001	109	B_rural_2016	Site B:rural_2016	male	WGS	PRJNA431202	Model organism or animal	MASSABOB'S SHARED SUBMISSIONS	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	2018-02-05	Athene cunicularia	ILLUMINA	2018-04-17	SRP132168	missing	adult	blood
250	SAMN08465561	SRX3646871	L5730-1_BO15-049_S7	7454	3226	SRR6670206	SRS2911497	BO15-049	99	C3_urban_2012	Site C3:urban_2012	female	WGS	PRJNA431202	Model organism or animal	MASSABOB'S SHARED SUBMISSIONS	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	2018-02-05	Athene cunicularia	ILLUMINA	2018-04-17	SRP132168	missing	adult	blood
250	SAMN08465562	SRX3646870	L5731-1_BO15-050_S29	6963	3502	SRR6670207	SRS2911496	BO15-050	100	C3_urban_2012	Site C3:urban_2012	female	WGS	PRJNA431202	Model organism or animal	MASSABOB'S SHARED SUBMISSIONS	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	2018-02-05	Athene cunicularia	ILLUMINA	2018-04-17	SRP132168	missing	adult	blood
250	SAMN08465595	SRX3646869	L6465-1_BO15-149_S11	17473	8355	SRR6670208	SRS2911495	BO15-149	133	C1_rural_2013	Site C1:rural_2013	female	WGS	PRJNA431202	Model organism or animal	MASSABOB'S SHARED SUBMISSIONS	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	2018-02-05	Athene cunicularia	ILLUMINA	2018-04-17	SRP132168	missing	adult	blood
250	SAMN08465596	SRX3646868	L6458-1_BO15-142_S4	19114	9197	SRR6670209	SRS2911494	BO15-142	134	C1_rural_2013	Site C1:rural_2013	female	WGS	PRJNA431202	Model organism or animal	MASSABOB'S SHARED SUBMISSIONS	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	2018-02-05	Athene cunicularia	ILLUMINA	2018-04-17	SRP132168	missing	adult	blood
250	SAMN08465593	SRX3646867	L6462-1_BO15-146_S8	16661	7490	SRR6670210	SRS2911493	BO15-146	131	C1_rural_2013	Site C1:rural_2013	male	WGS	PRJNA431202	Model organism or animal	MASSABOB'S SHARED SUBMISSIONS	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	2018-02-05	Athene cunicularia	ILLUMINA	2018-04-17	SRP132168	missing	adult	blood
250	SAMN08465594	SRX3646866	L6464-1_BO15-148_S10	17572	8190	SRR6670211	SRS2911492	BO15-148	132	C1_rural_2013	Site C1:rural_2013	male	WGS	PRJNA431202	Model organism or animal	MASSABOB'S SHARED SUBMISSIONS	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	2018-02-05	Athene cunicularia	ILLUMINA	2018-04-17	SRP132168	missing	adult	blood
250	SAMN08465599	SRX3646865	L6460-1_BO15-144_S6	15573	7056	SRR6670212	SRS2911491	BO15-144	137	C1_rural_2013	Site C1:rural_2013	male	WGS	PRJNA431202	Model organism or animal	MASSABOB'S SHARED SUBMISSIONS	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	2018-02-05	Athene cunicularia	ILLUMINA	2018-04-17	SRP132168	missing	adult	blood
250	SAMN08465597	SRX3646864	L6457-1_BO15-141_S3	16689	7422	SRR6670213	SRS2911490	BO15-141	135	C1_rural_2013	Site C1:rural_2013	female	WGS	PRJNA431202	Model organism or animal	MASSABOB'S SHARED SUBMISSIONS	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	2018-02-05	Athene cunicularia	ILLUMINA	2018-04-17	SRP132168	missing	adult	blood
250	SAMN08465598	SRX3646863	L6463-1_BO15-147_S9	16777	7613	SRR6670214	SRS2911489	BO15-147	136	C1_rural_2013	Site C1:rural_2013	female	WGS	PRJNA431202	Model organism or animal	MASSABOB'S SHARED SUBMISSIONS	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	2018-02-05	Athene cunicularia	ILLUMINA	2018-04-17	SRP132168	missing	adult	blood
200	SAMN08465550	SRX3646862	L5749-1_BO15-070_S6	15877	10368	SRR6670215	SRS2911488	BO15-070	88	C3_urban_2012	Site C3:urban_2012	female	WGS	PRJNA431202	Model organism or animal	MASSABOB'S SHARED SUBMISSIONS	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	2018-02-05	Athene cunicularia	ILLUMINA	2018-04-17	SRP132168	missing	adult	blood
250	SAMN08465549	SRX3646861	L5742-1_BO15-062_GTCCGC_L008	17160	5569	SRR6670216	SRS2911487	BO15-062	87	C3_urban_2012	Site C3:urban_2012	male	WGS	PRJNA431202	Model organism or animal	MASSABOB'S SHARED SUBMISSIONS	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	2018-02-05	Athene cunicularia	ILLUMINA	2018-04-17	SRP132168	missing	adult	blood
250	SAMN08465548	SRX3646860	L5741-1_BO15-061_S23	7678	3634	SRR6670217	SRS2911486	BO15-061	86	C3_urban_2012	Site C3:urban_2012	female	WGS	PRJNA431202	Model organism or animal	MASSABOB'S SHARED SUBMISSIONS	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	2018-02-05	Athene cunicularia	ILLUMINA	2018-04-17	SRP132168	missing	adult	blood
200	SAMN08465547	SRX3646859	L5747-1_BO15-068_S4	10576	7106	SRR6670218	SRS2911485	BO15-068	85	C3_urban_2012	Site C3:urban_2012	male	WGS	PRJNA431202	Model organism or animal	MASSABOB'S SHARED SUBMISSIONS	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	2018-02-05	Athene cunicularia	ILLUMINA	2018-04-17	SRP132168	missing	adult	blood
250	SAMN08465546	SRX3646858	L5737-1_BO15-056_CTTGTA_L006	825	280	SRR6670219	SRS2911484	BO15-056	84	C3_urban_2012	Site C3:urban_2012	male	WGS	PRJNA431202	Model organism or animal	MASSABOB'S SHARED SUBMISSIONS	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	2018-02-05	Athene cunicularia	ILLUMINA	2018-04-17	SRP132168	missing	adult	blood
250	SAMN08465545	SRX3646857	L6394-1_BO15-077_S9	23620	10427	SRR6670220	SRS2911483	BO15-077	83	C3_urban_2012	Site C3:urban_2012	male	WGS	PRJNA431202	Model organism or animal	MASSABOB'S SHARED SUBMISSIONS	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	2018-02-05	Athene cunicularia	ILLUMINA	2018-04-17	SRP132168	missing	adult	blood
250	SAMN08465544	SRX3646856	L6393-1_BO15-076_S8	16629	7130	SRR6670221	SRS2911482	BO15-076	82	C3_urban_2012	Site C3:urban_2012	male	WGS	PRJNA431202	Model organism or animal	MASSABOB'S SHARED SUBMISSIONS	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	2018-02-05	Athene cunicularia	ILLUMINA	2018-04-17	SRP132168	missing	adult	blood
200	SAMN08465543	SRX3646855	L5734-1_BO15-053_S9	15867	9913	SRR6670222	SRS2911481	BO15-053	81	C3_urban_2012	Site C3:urban_2012	female	WGS	PRJNA431202	Model organism or animal	MASSABOB'S SHARED SUBMISSIONS	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	2018-02-05	Athene cunicularia	ILLUMINA	2018-04-17	SRP132168	missing	adult	blood
250	SAMN08465467	SRX3646854	L6444-1_BO15-127_S11	18214	6136	SRR6670223	SRS2911480	BO15-127	5	A_rural_2014	Site A:rural_2014	female	WGS	PRJNA431202	Model organism or animal	MASSABOB'S SHARED SUBMISSIONS	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	2018-02-05	Athene cunicularia	ILLUMINA	2018-04-17	SRP132168	missing	adult	blood
250	SAMN08465468	SRX3646853	L6439-1_BO15-122_S4	20593	6900	SRR6670224	SRS2911479	BO15-122	6	A_rural_2014	Site A:rural_2014	male	WGS	PRJNA431202	Model organism or animal	MASSABOB'S SHARED SUBMISSIONS	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	2018-02-05	Athene cunicularia	ILLUMINA	2018-04-17	SRP132168	missing	adult	blood
250	SAMN08465469	SRX3646852	L6445-1_BO15-128_S10	18905	6295	SRR6670225	SRS2911478	BO15-128	7	A_rural_2014	Site A:rural_2014	male	WGS	PRJNA431202	Model organism or animal	MASSABOB'S SHARED SUBMISSIONS	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	2018-02-05	Athene cunicularia	ILLUMINA	2018-04-17	SRP132168	missing	adult	blood
250	SAMN08465470	SRX3646851	L6446-1_BO15-129_S15	26343	8956	SRR6670226	SRS2911477	BO15-129	8	A_rural_2014	Site A:rural_2014	female	WGS	PRJNA431202	Model organism or animal	MASSABOB'S SHARED SUBMISSIONS	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	2018-02-05	Athene cunicularia	ILLUMINA	2018-04-17	SRP132168	missing	adult	blood
250	SAMN08465463	SRX3646850	L6438-1_BO15-121_S5	15994	5417	SRR6670227	SRS2911476	BO15-121	1	A_rural_2014	Site A:rural_2014	male	WGS	PRJNA431202	Model organism or animal	MASSABOB'S SHARED SUBMISSIONS	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	2018-02-05	Athene cunicularia	ILLUMINA	2018-04-17	SRP132168	missing	adult	blood
250	SAMN08465464	SRX3646849	L6441-1_BO15-124_S8	16010	5413	SRR6670228	SRS2911475	BO15-124	2	A_rural_2014	Site A:rural_2014	male	WGS	PRJNA431202	Model organism or animal	MASSABOB'S SHARED SUBMISSIONS	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	2018-02-05	Athene cunicularia	ILLUMINA	2018-04-17	SRP132168	missing	adult	blood
250	SAMN08465465	SRX3646848	L6442-1_BO15-125_S7	23693	8000	SRR6670229	SRS2911474	BO15-125	3	A_rural_2014	Site A:rural_2014	female	WGS	PRJNA431202	Model organism or animal	MASSABOB'S SHARED SUBMISSIONS	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	2018-02-05	Athene cunicularia	ILLUMINA	2018-04-17	SRP132168	missing	adult	blood
250	SAMN08465466	SRX3646847	L6443-1_BO15-126_S12	17720	5956	SRR6670230	SRS2911473	BO15-126	4	A_rural_2014	Site A:rural_2014	female	WGS	PRJNA431202	Model organism or animal	MASSABOB'S SHARED SUBMISSIONS	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	2018-02-05	Athene cunicularia	ILLUMINA	2018-04-17	SRP132168	missing	adult	blood
250	SAMN08465471	SRX3646846	L6649-1_BO15-130_S19	27848	13154	SRR6670231	SRS2911472	BO15-130	9	A_rural_2014	Site A:rural_2014	female	WGS	PRJNA431202	Model organism or animal	MASSABOB'S SHARED SUBMISSIONS	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	2018-02-05	Athene cunicularia	ILLUMINA	2018-04-17	SRP132168	missing	adult	blood
250	SAMN08465472	SRX3646845	L6447-1_BO15-131_S8	4489	2286	SRR6670232	SRS2911471	BO15-131	10	A_rural_2014	Site A:rural_2014	male	WGS	PRJNA431202	Model organism or animal	MASSABOB'S SHARED SUBMISSIONS	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	2018-02-05	Athene cunicularia	ILLUMINA	2018-04-17	SRP132168	missing	adult	blood
250	SAMN08465553	SRX3646844	L6396-1_BO15-079_S11	19501	8870	SRR6670233	SRS2911470	BO15-079	91	C3_urban_2012	Site C3:urban_2012	female	WGS	PRJNA431202	Model organism or animal	MASSABOB'S SHARED SUBMISSIONS	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	2018-02-05	Athene cunicularia	ILLUMINA	2018-04-17	SRP132168	missing	adult	blood
250	SAMN08465554	SRX3646843	L5723-1_BO15-041_GAGTGG_L002	20247	7168	SRR6670234	SRS2911469	BO15-041	92	C3_urban_2012	Site C3:urban_2012	male	WGS	PRJNA431202	Model organism or animal	MASSABOB'S SHARED SUBMISSIONS	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	2018-02-05	Athene cunicularia	ILLUMINA	2018-04-17	SRP132168	missing	adult	blood
250	SAMN08465473	SRX3646842	L6448-1_BO15-132_S13	23831	8099	SRR6670235	SRS2911468	BO15-132	11	A_rural_2014	Site A:rural_2014	female	WGS	PRJNA431202	Model organism or animal	MASSABOB'S SHARED SUBMISSIONS	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	2018-02-05	Athene cunicularia	ILLUMINA	2018-04-17	SRP132168	missing	adult	blood
250	SAMN08465474	SRX3646841	L6449-1_BO15-133_S16	20280	6764	SRR6670236	SRS2911467	BO15-133	12	A_rural_2014	Site A:rural_2014	male	WGS	PRJNA431202	Model organism or animal	MASSABOB'S SHARED SUBMISSIONS	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	2018-02-05	Athene cunicularia	ILLUMINA	2018-04-17	SRP132168	missing	adult	blood
250	SAMN08465475	SRX3646840	L6450-1_BO15-134_S17	17442	5905	SRR6670237	SRS2911466	BO15-134	13	A_rural_2014	Site A:rural_2014	male	WGS	PRJNA431202	Model organism or animal	MASSABOB'S SHARED SUBMISSIONS	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	2018-02-05	Athene cunicularia	ILLUMINA	2018-04-17	SRP132168	missing	adult	blood
250	SAMN08465476	SRX3646839	L6451-1_BO15-135_S18	18186	6169	SRR6670238	SRS2911465	BO15-135	14	A_rural_2014	Site A:rural_2014	male	WGS	PRJNA431202	Model organism or animal	MASSABOB'S SHARED SUBMISSIONS	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	2018-02-05	Athene cunicularia	ILLUMINA	2018-04-17	SRP132168	missing	adult	blood
250	SAMN08465477	SRX3646838	L6452-1_BO15-136_S19	16139	5664	SRR6670239	SRS2911464	BO15-136	15	A_rural_2014	Site A:rural_2014	male	WGS	PRJNA431202	Model organism or animal	MASSABOB'S SHARED SUBMISSIONS	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	2018-02-05	Athene cunicularia	ILLUMINA	2018-04-17	SRP132168	missing	adult	blood
250	SAMN08465478	SRX3646837	L6453-1_BO15-137_S15	5873	2506	SRR6670240	SRS2911463	BO15-137	16	A_rural_2014	Site A:rural_2014	female	WGS	PRJNA431202	Model organism or animal	MASSABOB'S SHARED SUBMISSIONS	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	2018-02-05	Athene cunicularia	ILLUMINA	2018-04-17	SRP132168	missing	adult	blood
250	SAMN08465479	SRX3646836	L6454-1_BO15-138_S16	8079	3451	SRR6670241	SRS2911462	BO15-138	17	A_rural_2014	Site A:rural_2014	male	WGS	PRJNA431202	Model organism or animal	MASSABOB'S SHARED SUBMISSIONS	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	2018-02-05	Athene cunicularia	ILLUMINA	2018-04-17	SRP132168	missing	adult	blood
250	SAMN08465480	SRX3646835	L6455-1_BO15-139_S1	20001	8939	SRR6670242	SRS2911461	BO15-139	18	A_rural_2014	Site A:rural_2014	female	WGS	PRJNA431202	Model organism or animal	MASSABOB'S SHARED SUBMISSIONS	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	2018-02-05	Athene cunicularia	ILLUMINA	2018-04-17	SRP132168	missing	adult	blood
250	SAMN08465481	SRX3646834	L6456-1_BO15-140_S2	12997	5771	SRR6670243	SRS2911460	BO15-140	19	A_rural_2014	Site A:rural_2014	male	WGS	PRJNA431202	Model organism or animal	MASSABOB'S SHARED SUBMISSIONS	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	2018-02-05	Athene cunicularia	ILLUMINA	2018-04-17	SRP132168	missing	adult	blood
250	SAMN08465482	SRX3646833	L6440-1_BO15-123_S9	14904	5181	SRR6670244	SRS2911459	BO15-123	20	A_rural_2014	Site A:rural_2014	female	WGS	PRJNA431202	Model organism or animal	MASSABOB'S SHARED SUBMISSIONS	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	2018-02-05	Athene cunicularia	ILLUMINA	2018-04-17	SRP132168	missing	adult	blood
250	SAMN08465584	SRX3646832	L6494-1_BO15-178_S17	22596	10875	SRR6670245	SRS2911458	BO15-178	122	C1_rural_2012	Site C1:rural_2012	female	WGS	PRJNA431202	Model organism or animal	MASSABOB'S SHARED SUBMISSIONS	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	2018-02-05	Athene cunicularia	ILLUMINA	2018-04-17	SRP132168	missing	adult	blood
250	SAMN08465583	SRX3646831	L6495-1_BO15-179_S18	16281	8077	SRR6670246	SRS2911457	BO15-179	121	C1_rural_2012	Site C1:rural_2012	female	WGS	PRJNA431202	Model organism or animal	MASSABOB'S SHARED SUBMISSIONS	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	2018-02-05	Athene cunicularia	ILLUMINA	2018-04-17	SRP132168	missing	adult	blood
250	SAMN08465586	SRX3646830	L6489-1_BO15-173_S10	22818	11440	SRR6670247	SRS2911456	BO15-173	124	C1_rural_2012	Site C1:rural_2012	female	WGS	PRJNA431202	Model organism or animal	MASSABOB'S SHARED SUBMISSIONS	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	2018-02-05	Athene cunicularia	ILLUMINA	2018-04-17	SRP132168	missing	adult	blood
250	SAMN08465585	SRX3646829	L6488-1_BO15-172_S9	19689	10030	SRR6670248	SRS2911455	BO15-172	123	C1_rural_2012	Site C1:rural_2012	male	WGS	PRJNA431202	Model organism or animal	MASSABOB'S SHARED SUBMISSIONS	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	2018-02-05	Athene cunicularia	ILLUMINA	2018-04-17	SRP132168	missing	adult	blood
250	SAMN08465588	SRX3646828	L6490-1_BO15-174_S11	22974	11138	SRR6670249	SRS2911454	BO15-174	126	C1_rural_2012	Site C1:rural_2012	female	WGS	PRJNA431202	Model organism or animal	MASSABOB'S SHARED SUBMISSIONS	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	2018-02-05	Athene cunicularia	ILLUMINA	2018-04-17	SRP132168	missing	adult	blood
250	SAMN08465587	SRX3646827	L6492-1_BO15-176_S14	23117	10801	SRR6670250	SRS2911453	BO15-176	125	C1_rural_2012	Site C1:rural_2012	female	WGS	PRJNA431202	Model organism or animal	MASSABOB'S SHARED SUBMISSIONS	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	2018-02-05	Athene cunicularia	ILLUMINA	2018-04-17	SRP132168	missing	adult	blood
250	SAMN08465590	SRX3646826	L6468-1_BO15-152_S23	18543	6469	SRR6670251	SRS2911452	BO15-152	128	C1_rural_2012	Site C1:rural_2012	female	WGS	PRJNA431202	Model organism or animal	MASSABOB'S SHARED SUBMISSIONS	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	2018-02-05	Athene cunicularia	ILLUMINA	2018-04-17	SRP132168	missing	adult	blood
250	SAMN08465589	SRX3646825	L6491-1_BO15-175_S13	21646	10215	SRR6670252	SRS2911451	BO15-175	127	C1_rural_2012	Site C1:rural_2012	female	WGS	PRJNA431202	Model organism or animal	MASSABOB'S SHARED SUBMISSIONS	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	2018-02-05	Athene cunicularia	ILLUMINA	2018-04-17	SRP132168	missing	adult	blood
