study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	tax_id	scientific_name	instrument_model	nominal_length	library_layout	read_count	base_count	fastq_ftp	submitted_ftp	submitted_galaxy	sra_ftp	sra_galaxy	sample_alias	sample_title
PRJEB7359	SAMEA3172328	ERS626571	ERX643721	ERR699282	46689	Ficedula hypoleuca	Illumina HiSeq 2000	450	PAIRED	62452438	12490487600	ftp.sra.ebi.ac.uk/vol1/fastq/ERR699/ERR699282/ERR699282_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR699/ERR699282/ERR699282_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA393/ERA393584/bam/OP_CK53888_F.merged.bam	ftp.sra.ebi.ac.uk/vol1/ERA393/ERA393584/bam/OP_CK53888_F.merged.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR699/ERR699282	ftp.sra.ebi.ac.uk/vol1/err/ERR699/ERR699282	OP_CK53888	OP_CK53888
PRJEB7359	SAMEA3172329	ERS626572	ERX643722	ERR699283	46689	Ficedula hypoleuca	Illumina HiSeq 2000	450	PAIRED	95126601	19025320200	ftp.sra.ebi.ac.uk/vol1/fastq/ERR699/ERR699283/ERR699283_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR699/ERR699283/ERR699283_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA393/ERA393584/bam/OP_CK53891_M.merged.bam	ftp.sra.ebi.ac.uk/vol1/ERA393/ERA393584/bam/OP_CK53891_M.merged.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR699/ERR699283	ftp.sra.ebi.ac.uk/vol1/err/ERR699/ERR699283	OP_CK53891	OP_CK53891
PRJEB7359	SAMEA3172330	ERS626573	ERX643723	ERR699284	46689	Ficedula hypoleuca	Illumina HiSeq 2000	450	PAIRED	70810806	14162161200	ftp.sra.ebi.ac.uk/vol1/fastq/ERR699/ERR699284/ERR699284_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR699/ERR699284/ERR699284_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA393/ERA393584/bam/OP_CK53898_M.merged.bam	ftp.sra.ebi.ac.uk/vol1/ERA393/ERA393584/bam/OP_CK53898_M.merged.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR699/ERR699284	ftp.sra.ebi.ac.uk/vol1/err/ERR699/ERR699284	OP_CK53898	OP_CK53898
PRJEB7359	SAMEA3172331	ERS626574	ERX643724	ERR699285	46689	Ficedula hypoleuca	Illumina HiSeq 2000	450	PAIRED	126666949	25333389800	ftp.sra.ebi.ac.uk/vol1/fastq/ERR699/ERR699285/ERR699285_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR699/ERR699285/ERR699285_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA393/ERA393584/bam/OP_CL7_5or6.merged.bam	ftp.sra.ebi.ac.uk/vol1/ERA393/ERA393584/bam/OP_CL7_5or6.merged.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR699/ERR699285	ftp.sra.ebi.ac.uk/vol1/err/ERR699/ERR699285	OP_CL7_5or6	OP_CL7_5or6
PRJEB7359	SAMEA3172332	ERS626575	ERX643725	ERR699286	46689	Ficedula hypoleuca	Illumina HiSeq 2000	450	PAIRED	75391903	15078380600	ftp.sra.ebi.ac.uk/vol1/fastq/ERR699/ERR699286/ERR699286_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR699/ERR699286/ERR699286_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA393/ERA393584/bam/OP_CL76147_F.merged.bam	ftp.sra.ebi.ac.uk/vol1/ERA393/ERA393584/bam/OP_CL76147_F.merged.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR699/ERR699286	ftp.sra.ebi.ac.uk/vol1/err/ERR699/ERR699286	OP_CL76147	OP_CL76147
PRJEB7359	SAMEA3172333	ERS626576	ERX643726	ERR699287	46689	Ficedula hypoleuca	Illumina HiSeq 2000	450	PAIRED	74128044	14825608800	ftp.sra.ebi.ac.uk/vol1/fastq/ERR699/ERR699287/ERR699287_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR699/ERR699287/ERR699287_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA393/ERA393584/bam/OP_CL76505_M.merged.bam	ftp.sra.ebi.ac.uk/vol1/ERA393/ERA393584/bam/OP_CL76505_M.merged.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR699/ERR699287	ftp.sra.ebi.ac.uk/vol1/err/ERR699/ERR699287	OP_CL76505	OP_CL76505
PRJEB7359	SAMEA3172334	ERS626577	ERX643727	ERR699288	46689	Ficedula hypoleuca	Illumina HiSeq 2000	450	PAIRED	74068741	14813748200	ftp.sra.ebi.ac.uk/vol1/fastq/ERR699/ERR699288/ERR699288_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR699/ERR699288/ERR699288_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA393/ERA393584/bam/OP_CL76525_M.merged.bam	ftp.sra.ebi.ac.uk/vol1/ERA393/ERA393584/bam/OP_CL76525_M.merged.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR699/ERR699288	ftp.sra.ebi.ac.uk/vol1/err/ERR699/ERR699288	OP_CL76525	OP_CL76525
PRJEB7359	SAMEA3172489	ERS626732	ERX643844	ERR699405	46689	Ficedula hypoleuca	Illumina HiSeq 2000	450	PAIRED	54116659	10823331800	ftp.sra.ebi.ac.uk/vol1/fastq/ERR699/ERR699405/ERR699405_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR699/ERR699405/ERR699405_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA393/ERA393628/bam/E_F14_F.merged.bam	ftp.sra.ebi.ac.uk/vol1/ERA393/ERA393628/bam/E_F14_F.merged.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR699/ERR699405	ftp.sra.ebi.ac.uk/vol1/err/ERR699/ERR699405	E_F14	E_F14
PRJEB7359	SAMEA3172490	ERS626733	ERX643845	ERR699406	46689	Ficedula hypoleuca	Illumina HiSeq 2000	450	PAIRED	118893778	23778755600	ftp.sra.ebi.ac.uk/vol1/fastq/ERR699/ERR699406/ERR699406_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR699/ERR699406/ERR699406_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA393/ERA393628/bam/E_F_1_F.merged.bam	ftp.sra.ebi.ac.uk/vol1/ERA393/ERA393628/bam/E_F_1_F.merged.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR699/ERR699406	ftp.sra.ebi.ac.uk/vol1/err/ERR699/ERR699406	E_F_1	E_F_1
PRJEB7359	SAMEA3172491	ERS626734	ERX643846	ERR699407	46689	Ficedula hypoleuca	Illumina HiSeq 2000	450	PAIRED	125805671	25161134200	ftp.sra.ebi.ac.uk/vol1/fastq/ERR699/ERR699407/ERR699407_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR699/ERR699407/ERR699407_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA393/ERA393628/bam/E_F_28_F.merged.bam	ftp.sra.ebi.ac.uk/vol1/ERA393/ERA393628/bam/E_F_28_F.merged.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR699/ERR699407	ftp.sra.ebi.ac.uk/vol1/err/ERR699/ERR699407	E_F_28	E_F_28
PRJEB7359	SAMEA3172492	ERS626735	ERX643847	ERR699408	46689	Ficedula hypoleuca	Illumina HiSeq 2000	450	PAIRED	53013960	10602792000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR699/ERR699408/ERR699408_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR699/ERR699408/ERR699408_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA393/ERA393628/bam/E_F31_F.merged.bam	ftp.sra.ebi.ac.uk/vol1/ERA393/ERA393628/bam/E_F31_F.merged.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR699/ERR699408	ftp.sra.ebi.ac.uk/vol1/err/ERR699/ERR699408	E_F31	E_F31
PRJEB7359	SAMEA3172493	ERS626736	ERX643848	ERR699409	46689	Ficedula hypoleuca	Illumina HiSeq 2000	450	PAIRED	81569154	16313830800	ftp.sra.ebi.ac.uk/vol1/fastq/ERR699/ERR699409/ERR699409_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR699/ERR699409/ERR699409_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA393/ERA393628/bam/E_F_45_F.merged.bam	ftp.sra.ebi.ac.uk/vol1/ERA393/ERA393628/bam/E_F_45_F.merged.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR699/ERR699409	ftp.sra.ebi.ac.uk/vol1/err/ERR699/ERR699409	E_F_45	E_F_45
PRJEB7359	SAMEA3172494	ERS626737	ERX643849	ERR699410	46689	Ficedula hypoleuca	Illumina HiSeq 2000	450	PAIRED	53683963	10736792600	ftp.sra.ebi.ac.uk/vol1/fastq/ERR699/ERR699410/ERR699410_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR699/ERR699410/ERR699410_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA393/ERA393628/bam/E_F4_F.merged.bam	ftp.sra.ebi.ac.uk/vol1/ERA393/ERA393628/bam/E_F4_F.merged.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR699/ERR699410	ftp.sra.ebi.ac.uk/vol1/err/ERR699/ERR699410	E_F4	E_F4
PRJEB7359	SAMEA3172495	ERS626738	ERX643850	ERR699411	46689	Ficedula hypoleuca	Illumina HiSeq 2000	450	PAIRED	92187717	18437543400	ftp.sra.ebi.ac.uk/vol1/fastq/ERR699/ERR699411/ERR699411_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR699/ERR699411/ERR699411_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA393/ERA393628/bam/E_F_52_F.merged.bam	ftp.sra.ebi.ac.uk/vol1/ERA393/ERA393628/bam/E_F_52_F.merged.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR699/ERR699411	ftp.sra.ebi.ac.uk/vol1/err/ERR699/ERR699411	E_F_52	E_F_52
PRJEB7359	SAMEA3172496	ERS626739	ERX643851	ERR699412	46689	Ficedula hypoleuca	Illumina HiSeq 2000	450	PAIRED	101411805	20282361000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR699/ERR699412/ERR699412_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR699/ERR699412/ERR699412_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA393/ERA393628/bam/E_F_57_F.merged.bam	ftp.sra.ebi.ac.uk/vol1/ERA393/ERA393628/bam/E_F_57_F.merged.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR699/ERR699412	ftp.sra.ebi.ac.uk/vol1/err/ERR699/ERR699412	E_F_57	E_F_57
PRJEB7359	SAMEA3172497	ERS626740	ERX643852	ERR699413	46689	Ficedula hypoleuca	Illumina HiSeq 2000	450	PAIRED	70661162	14132232400	ftp.sra.ebi.ac.uk/vol1/fastq/ERR699/ERR699413/ERR699413_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR699/ERR699413/ERR699413_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA393/ERA393628/bam/E_F_83_F.merged.bam	ftp.sra.ebi.ac.uk/vol1/ERA393/ERA393628/bam/E_F_83_F.merged.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR699/ERR699413	ftp.sra.ebi.ac.uk/vol1/err/ERR699/ERR699413	E_F_83	E_F_83
PRJEB7359	SAMEA3172498	ERS626741	ERX643853	ERR699414	46689	Ficedula hypoleuca	Illumina HiSeq 2000	450	PAIRED	101018619	20203723800	ftp.sra.ebi.ac.uk/vol1/fastq/ERR699/ERR699414/ERR699414_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR699/ERR699414/ERR699414_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA393/ERA393628/bam/E_F_84_F.merged.bam	ftp.sra.ebi.ac.uk/vol1/ERA393/ERA393628/bam/E_F_84_F.merged.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR699/ERR699414	ftp.sra.ebi.ac.uk/vol1/err/ERR699/ERR699414	E_F_84	E_F_84
PRJEB7359	SAMEA3172499	ERS626742	ERX643854	ERR699415	46689	Ficedula hypoleuca	Illumina HiSeq 2000	450	PAIRED	38160690	7632138000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR699/ERR699415/ERR699415_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR699/ERR699415/ERR699415_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA393/ERA393628/bam/E_M_14_M.merged.bam	ftp.sra.ebi.ac.uk/vol1/ERA393/ERA393628/bam/E_M_14_M.merged.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR699/ERR699415	ftp.sra.ebi.ac.uk/vol1/err/ERR699/ERR699415	E_M_14	E_M_14
PRJEB7359	SAMEA3172500	ERS626743	ERX643855	ERR699416	46689	Ficedula hypoleuca	Illumina HiSeq 2000	450	PAIRED	50126696	10025339200	ftp.sra.ebi.ac.uk/vol1/fastq/ERR699/ERR699416/ERR699416_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR699/ERR699416/ERR699416_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA393/ERA393628/bam/E_M_230_1_M.merged.bam	ftp.sra.ebi.ac.uk/vol1/ERA393/ERA393628/bam/E_M_230_1_M.merged.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR699/ERR699416	ftp.sra.ebi.ac.uk/vol1/err/ERR699/ERR699416	E_M_230_1	E_M_230_1
PRJEB7359	SAMEA3172501	ERS626744	ERX643856	ERR699417	46689	Ficedula hypoleuca	Illumina HiSeq 2000	450	PAIRED	45822553	9164510600	ftp.sra.ebi.ac.uk/vol1/fastq/ERR699/ERR699417/ERR699417_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR699/ERR699417/ERR699417_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA393/ERA393628/bam/E_M_29_M.merged.bam	ftp.sra.ebi.ac.uk/vol1/ERA393/ERA393628/bam/E_M_29_M.merged.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR699/ERR699417	ftp.sra.ebi.ac.uk/vol1/err/ERR699/ERR699417	E_M_29	E_M_29
PRJEB7359	SAMEA3172502	ERS626745	ERX643857	ERR699418	46689	Ficedula hypoleuca	Illumina HiSeq 2000	450	PAIRED	94816264	18963252800	ftp.sra.ebi.ac.uk/vol1/fastq/ERR699/ERR699418/ERR699418_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR699/ERR699418/ERR699418_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA393/ERA393628/bam/E_M_40_M.merged.bam	ftp.sra.ebi.ac.uk/vol1/ERA393/ERA393628/bam/E_M_40_M.merged.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR699/ERR699418	ftp.sra.ebi.ac.uk/vol1/err/ERR699/ERR699418	E_M_40	E_M_40
PRJEB7359	SAMEA3172503	ERS626746	ERX643858	ERR699419	46689	Ficedula hypoleuca	Illumina HiSeq 2000	450	PAIRED	51033261	10206652200	ftp.sra.ebi.ac.uk/vol1/fastq/ERR699/ERR699419/ERR699419_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR699/ERR699419/ERR699419_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA393/ERA393628/bam/E_M_4_M.merged.bam	ftp.sra.ebi.ac.uk/vol1/ERA393/ERA393628/bam/E_M_4_M.merged.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR699/ERR699419	ftp.sra.ebi.ac.uk/vol1/err/ERR699/ERR699419	E_M_4	E_M_4
PRJEB7359	SAMEA3172504	ERS626747	ERX643859	ERR699420	46689	Ficedula hypoleuca	Illumina HiSeq 2000	450	PAIRED	117390273	23478054600	ftp.sra.ebi.ac.uk/vol1/fastq/ERR699/ERR699420/ERR699420_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR699/ERR699420/ERR699420_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA393/ERA393628/bam/E_M_57_M.merged.bam	ftp.sra.ebi.ac.uk/vol1/ERA393/ERA393628/bam/E_M_57_M.merged.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR699/ERR699420	ftp.sra.ebi.ac.uk/vol1/err/ERR699/ERR699420	E_M_57	E_M_57
PRJEB7359	SAMEA3172505	ERS626748	ERX643860	ERR699421	46689	Ficedula hypoleuca	Illumina HiSeq 2000	450	PAIRED	61595817	12319163400	ftp.sra.ebi.ac.uk/vol1/fastq/ERR699/ERR699421/ERR699421_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR699/ERR699421/ERR699421_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA393/ERA393628/bam/E_M_7_M.merged.bam	ftp.sra.ebi.ac.uk/vol1/ERA393/ERA393628/bam/E_M_7_M.merged.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR699/ERR699421	ftp.sra.ebi.ac.uk/vol1/err/ERR699/ERR699421	E_M_7	E_M_7
PRJEB7359	SAMEA3172506	ERS626749	ERX643861	ERR699422	46689	Ficedula hypoleuca	Illumina HiSeq 2000	450	PAIRED	78646518	15729303600	ftp.sra.ebi.ac.uk/vol1/fastq/ERR699/ERR699422/ERR699422_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR699/ERR699422/ERR699422_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA393/ERA393628/bam/E_M_90_M.merged.bam	ftp.sra.ebi.ac.uk/vol1/ERA393/ERA393628/bam/E_M_90_M.merged.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR699/ERR699422	ftp.sra.ebi.ac.uk/vol1/err/ERR699/ERR699422	E_M_90	E_M_90
PRJEB7359	SAMEA3172507	ERS626750	ERX643996	ERR699557	46689	Ficedula hypoleuca	Illumina HiSeq 2000	450	PAIRED	60580242	12116048400	ftp.sra.ebi.ac.uk/vol1/fastq/ERR699/ERR699557/ERR699557_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR699/ERR699557/ERR699557_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA393/ERA393630/bam/E_M_97_M.merged.bam	ftp.sra.ebi.ac.uk/vol1/ERA393/ERA393630/bam/E_M_97_M.merged.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR699/ERR699557	ftp.sra.ebi.ac.uk/vol1/err/ERR699/ERR699557	E_M_97	E_M_97
PRJEB7359	SAMEA3172508	ERS626751	ERX643997	ERR699558	46689	Ficedula hypoleuca	Illumina HiSeq 2000	450	PAIRED	78019201	15603840200	ftp.sra.ebi.ac.uk/vol1/fastq/ERR699/ERR699558/ERR699558_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR699/ERR699558/ERR699558_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA393/ERA393630/bam/E_M_D1_1_M.merged.bam	ftp.sra.ebi.ac.uk/vol1/ERA393/ERA393630/bam/E_M_D1_1_M.merged.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR699/ERR699558	ftp.sra.ebi.ac.uk/vol1/err/ERR699/ERR699558	E_M_D1_1	E_M_D1_1
PRJEB7359	SAMEA3174129	ERS627670	ERX644355	ERR700020	59864	Ficedula semitorquata	Illumina HiSeq 2000	450	PAIRED	132969562	26593912400	ftp.sra.ebi.ac.uk/vol1/fastq/ERR700/ERR700020/ERR700020_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR700/ERR700020/ERR700020_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA394/ERA394031/bam/FST_11_F.merged.bam	ftp.sra.ebi.ac.uk/vol1/ERA394/ERA394031/bam/FST_11_F.merged.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR700/ERR700020	ftp.sra.ebi.ac.uk/vol1/err/ERR700/ERR700020	FST_11	FST_11
PRJEB7359	SAMEA3174130	ERS627671	ERX644356	ERR700021	59864	Ficedula semitorquata	Illumina HiSeq 2000	450	PAIRED	82540196	16508039200	ftp.sra.ebi.ac.uk/vol1/fastq/ERR700/ERR700021/ERR700021_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR700/ERR700021/ERR700021_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA394/ERA394031/bam/FST_16_F.merged.bam	ftp.sra.ebi.ac.uk/vol1/ERA394/ERA394031/bam/FST_16_F.merged.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR700/ERR700021	ftp.sra.ebi.ac.uk/vol1/err/ERR700/ERR700021	FST_16	FST_16
PRJEB7359	SAMEA3174131	ERS627672	ERX644357	ERR700022	59864	Ficedula semitorquata	Illumina HiSeq 2000	450	PAIRED	100017982	20003596400	ftp.sra.ebi.ac.uk/vol1/fastq/ERR700/ERR700022/ERR700022_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR700/ERR700022/ERR700022_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA394/ERA394031/bam/FST_19_F.merged.bam	ftp.sra.ebi.ac.uk/vol1/ERA394/ERA394031/bam/FST_19_F.merged.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR700/ERR700022	ftp.sra.ebi.ac.uk/vol1/err/ERR700/ERR700022	FST_19	FST_19
PRJEB7359	SAMEA3174132	ERS627673	ERX644358	ERR700023	59864	Ficedula semitorquata	Illumina HiSeq 2000	450	PAIRED	114394293	22878858600	ftp.sra.ebi.ac.uk/vol1/fastq/ERR700/ERR700023/ERR700023_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR700/ERR700023/ERR700023_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA394/ERA394031/bam/FST_1_M.merged.bam	ftp.sra.ebi.ac.uk/vol1/ERA394/ERA394031/bam/FST_1_M.merged.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR700/ERR700023	ftp.sra.ebi.ac.uk/vol1/err/ERR700/ERR700023	FST_1	FST_1
PRJEB7359	SAMEA3174133	ERS627674	ERX644359	ERR700024	59864	Ficedula semitorquata	Illumina HiSeq 2000	450	PAIRED	129059209	25811841800	ftp.sra.ebi.ac.uk/vol1/fastq/ERR700/ERR700024/ERR700024_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR700/ERR700024/ERR700024_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA394/ERA394031/bam/FST_20_F.merged.bam	ftp.sra.ebi.ac.uk/vol1/ERA394/ERA394031/bam/FST_20_F.merged.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR700/ERR700024	ftp.sra.ebi.ac.uk/vol1/err/ERR700/ERR700024	FST_20	FST_20
PRJEB7359	SAMEA3174134	ERS627675	ERX644360	ERR700025	59864	Ficedula semitorquata	Illumina HiSeq 2000	450	PAIRED	105464909	21092981800	ftp.sra.ebi.ac.uk/vol1/fastq/ERR700/ERR700025/ERR700025_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR700/ERR700025/ERR700025_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA394/ERA394031/bam/FST_21_M.merged.bam	ftp.sra.ebi.ac.uk/vol1/ERA394/ERA394031/bam/FST_21_M.merged.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR700/ERR700025	ftp.sra.ebi.ac.uk/vol1/err/ERR700/ERR700025	FST_21	FST_21
PRJEB7359	SAMEA3174135	ERS627676	ERX644361	ERR700026	59864	Ficedula semitorquata	Illumina HiSeq 2000	450	PAIRED	81726871	16345374200	ftp.sra.ebi.ac.uk/vol1/fastq/ERR700/ERR700026/ERR700026_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR700/ERR700026/ERR700026_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA394/ERA394031/bam/FST_22_M.merged.bam	ftp.sra.ebi.ac.uk/vol1/ERA394/ERA394031/bam/FST_22_M.merged.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR700/ERR700026	ftp.sra.ebi.ac.uk/vol1/err/ERR700/ERR700026	FST_22	FST_22
PRJEB7359	SAMEA3174136	ERS627677	ERX644362	ERR700027	59864	Ficedula semitorquata	Illumina HiSeq 2000	450	PAIRED	126190823	25238164600	ftp.sra.ebi.ac.uk/vol1/fastq/ERR700/ERR700027/ERR700027_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR700/ERR700027/ERR700027_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA394/ERA394031/bam/FST_24_F.merged.bam	ftp.sra.ebi.ac.uk/vol1/ERA394/ERA394031/bam/FST_24_F.merged.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR700/ERR700027	ftp.sra.ebi.ac.uk/vol1/err/ERR700/ERR700027	FST_24	FST_24
PRJEB7359	SAMEA3174137	ERS627678	ERX644363	ERR700028	59864	Ficedula semitorquata	Illumina HiSeq 2000	450	PAIRED	83606695	16721339000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR700/ERR700028/ERR700028_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR700/ERR700028/ERR700028_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA394/ERA394031/bam/FST_27_M.merged.bam	ftp.sra.ebi.ac.uk/vol1/ERA394/ERA394031/bam/FST_27_M.merged.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR700/ERR700028	ftp.sra.ebi.ac.uk/vol1/err/ERR700/ERR700028	FST_27	FST_27
PRJEB7359	SAMEA3174138	ERS627679	ERX644364	ERR700029	59864	Ficedula semitorquata	Illumina HiSeq 2000	450	PAIRED	67011106	13402221200	ftp.sra.ebi.ac.uk/vol1/fastq/ERR700/ERR700029/ERR700029_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR700/ERR700029/ERR700029_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA394/ERA394031/bam/FST_2_F.merged.bam	ftp.sra.ebi.ac.uk/vol1/ERA394/ERA394031/bam/FST_2_F.merged.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR700/ERR700029	ftp.sra.ebi.ac.uk/vol1/err/ERR700/ERR700029	FST_2	FST_2
PRJEB7359	SAMEA3174139	ERS627680	ERX644365	ERR700030	59864	Ficedula semitorquata	Illumina HiSeq 2000	450	PAIRED	76112430	15222486000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR700/ERR700030/ERR700030_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR700/ERR700030/ERR700030_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA394/ERA394031/bam/FST_32_M.merged.bam	ftp.sra.ebi.ac.uk/vol1/ERA394/ERA394031/bam/FST_32_M.merged.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR700/ERR700030	ftp.sra.ebi.ac.uk/vol1/err/ERR700/ERR700030	FST_32	FST_32
